frames,skillchecks,greatHit,missSk,toolBox,toolBoxSpeed,toolBoxCharges,hyperfocus,skill
69,12,12,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
75,6,6,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
75,6,6,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
75,5,5,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
63,19,19,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
75,6,6,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
62,20,20,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
63,19,19,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
61,21,21,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
75,6,6,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
75,6,6,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
74,7,7,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
64,18,18,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
71,10,10,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
73,8,8,0,True,0.5,32,False,1.0
72,9,9,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
65,17,17,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
66,16,16,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
75,5,5,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
75,5,5,0,True,0.5,32,False,1.0
70,11,11,0,True,0.5,32,False,1.0
69,12,12,0,True,0.5,32,False,1.0
68,13,13,0,True,0.5,32,False,1.0
66,15,15,0,True,0.5,32,False,1.0
67,14,14,0,True,0.5,32,False,1.0
